row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit,shipping_delay_days,profit_margin,profit_zscore,profit_outlier
6934,CA-2014-164182,2014-07-14,2014-07-18,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,0.2,1.1994,4,0.0375,-0.1172153055873341,No
6935,CA-2014-164182,2014-07-14,2014-07-18,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.584,2,0.2,4.6782,4,0.1125,-0.10236440292285452,No
6936,CA-2017-137365,2017-11-30,2017-12-03,Second Class,BP-11095,Bart Pistole,Corporate,United States,El Paso,Texas,79907,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,3,-0.1125,-0.16842889188001042,No
6937,CA-2016-129847,2016-09-02,2016-09-04,First Class,TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,0.6,-75.8448,2,-0.9,-0.44611490173045776,No
6938,CA-2014-126963,2014-06-15,2014-06-15,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,36.544,2,0.2,11.8768,0,0.325,-0.0716337751430101,No
6939,CA-2016-125094,2016-11-05,2016-11-09,Standard Class,NP-18700,Nora Preis,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,0.0,52.7692,4,0.10999999999999999,0.10293476921624171,No
6940,CA-2017-107132,2017-06-26,2017-06-30,Standard Class,SC-20260,Scott Cohen,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368,2,0.2,37.1084,4,0.36250000000000004,0.036079239594567034,No
6941,CA-2017-107132,2017-06-26,2017-06-30,Standard Class,SC-20260,Scott Cohen,Corporate,United States,New York City,New York,10009,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0.0,8.236,4,0.29000000000000004,-0.08717625140518018,No
6942,CA-2017-107132,2017-06-26,2017-06-30,Standard Class,SC-20260,Scott Cohen,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88,4,0.0,214.164,4,0.3,0.7919247845528953,No
6943,CA-2017-107132,2017-06-26,2017-06-30,Standard Class,SC-20260,Scott Cohen,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,0.0,31.5192,4,0.46,0.0122190966796799,No
6944,CA-2015-139248,2015-07-25,2015-07-30,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975,5,0.0625,0.044143756158746744,No
6945,CA-2014-148369,2014-09-23,2014-09-27,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Newark,Delaware,19711,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,0.0,5.4488,4,0.49000000000000005,-0.0990747324637169,No
6946,CA-2016-106243,2016-09-30,2016-10-04,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10011,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,0.2,-26.196,4,-0.05000000000000001,-0.2341655237241871,No
6947,CA-2015-126466,2015-11-09,2015-11-13,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Roseville,California,95661,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,0.0,1.1656,4,0.47,-0.11735959686882755,No
6948,CA-2015-130365,2015-04-25,2015-04-29,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.2,-55.256,4,-0.25,-0.35822187402595124,No
6949,CA-2015-130365,2015-04-25,2015-04-29,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822,4,-0.18571428571428572,-0.2238610771185987,No
6950,CA-2017-143021,2017-11-19,2017-11-19,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,7,0.2,18.2525,0,0.3125,-0.04441608510106386,No
6951,CA-2017-143021,2017-11-19,2017-11-19,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,0,-0.36666666666666664,-0.24751801692700395,No
6952,CA-2015-161767,2015-11-20,2015-11-24,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Dallas,Texas,75217,Central,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.988,2,0.4,55.9986,4,0.11666666666666667,0.11672099005810399,No
6953,CA-2015-129917,2015-10-02,2015-10-03,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,1,0.35,-0.10469270070174586,No
6954,CA-2015-129917,2015-10-02,2015-10-03,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,1,0.3625,-0.03943888968410494,No
6955,CA-2015-129917,2015-10-02,2015-10-03,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,1,0.1,0.09280364290735851,No
6956,CA-2015-115420,2015-04-25,2015-05-02,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Los Angeles,California,90004,West,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34,2,0.0,9.8164,7,0.46,-0.08042956675215512,No
6957,CA-2016-157588,2016-07-14,2016-07-19,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0.0,17.108,5,0.47000000000000003,-0.04930192449956246,No
6958,CA-2016-157588,2016-07-14,2016-07-19,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525,5,0.3,-0.05605970848193315,No
6959,CA-2015-167255,2015-09-27,2015-09-29,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",15.51,1,0.0,4.3428,2,0.28,-0.10379621640844336,No
6960,CA-2015-167255,2015-09-27,2015-09-29,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,146.82,3,0.0,73.41,2,0.5,0.19104978350766127,No
6961,CA-2015-167255,2015-09-27,2015-09-29,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2,0.0,6.2208,2,0.4799999999999999,-0.09577908544262391,No
6962,CA-2017-162096,2017-11-10,2017-11-10,Same Day,TB-21190,Thomas Brumley,Home Office,United States,Riverside,California,92503,West,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,7.8,3,0.0,2.106,0,0.26999999999999996,-0.11334505482396248,No
6963,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2,5,0.0,4.794,4,0.47,-0.10187005586969057,No
6964,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,3,0.0,5.58,4,0.25,-0.0985146432290441,No
6965,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,0.0,11.086,4,0.45999999999999996,-0.07500967885321777,No
6966,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,0.0,18.2352,4,0.23999999999999996,-0.0444899383309407,No
6967,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2,0.0,3.1654,4,0.49,-0.10882250501289267,No
6968,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12,9,0.0,28.8576,4,0.48000000000000004,0.0008567986079945823,No
6969,CA-2015-110765,2015-10-16,2015-10-20,Second Class,MP-17965,Michael Paige,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,3,0.0,214.4922,4,0.26,0.7933258614341424,No
6970,CA-2016-163937,2016-01-10,2016-01-13,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,98632,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,0.0,7.7035,3,0.31,-0.08944947943462579,No
6971,CA-2017-153822,2017-09-19,2017-09-25,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,6,-0.19999999999999998,-0.13311381418313004,No
6972,CA-2017-153822,2017-09-19,2017-09-25,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,6,0.049999999999999996,-0.10321392851507927,No
6973,CA-2017-153822,2017-09-19,2017-09-25,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.495,6,0.0625,0.00357784188680891,No
6974,CA-2017-153822,2017-09-19,2017-09-25,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,18.18,4,0.7,-13.938,6,-0.7666666666666667,-0.181836454832273,No
6975,CA-2017-146185,2017-09-15,2017-09-19,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,4,0.2625,-0.08676301483569598,No
6976,CA-2015-112144,2015-06-28,2015-07-02,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,5.904,2,0.2,1.9926,4,0.33749999999999997,-0.11382915634234583,No
6977,CA-2015-112144,2015-06-28,2015-07-02,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,4,0.2,46.632,4,0.075,0.07673522919311761,No
6978,US-2016-119298,2016-11-25,2016-11-28,First Class,EP-13915,Emily Phan,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0.0,17.994,3,0.3,-0.04551961457639098,No
6979,CA-2017-155159,2017-11-25,2017-11-29,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",48.87,9,0.0,23.9463,4,0.49000000000000005,-0.020109407628655592,No
6980,CA-2017-149076,2017-01-14,2017-01-19,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,154.9,5,0.0,69.705,5,0.44999999999999996,0.17523323919011013,No
6981,CA-2014-146990,2014-11-07,2014-11-08,First Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,5.92,4,0.0,2.8416,1,0.48000000000000004,-0.11020479841370862,No
6982,CA-2014-146990,2014-11-07,2014-11-08,First Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,0.0,13.8828,1,0.45999999999999996,-0.06307021565555866,No
6983,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,0.0,11.086,4,0.45999999999999996,-0.07500967885321777,No
6984,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,0.0,2.2828,4,0.26,-0.11259030042845829,No
6985,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,0.1,71.162,4,0.1888888888888889,0.18145313259649937,No
6986,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0.0,14.4648,4,0.49,-0.060585673471263174,No
6987,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2,0.0,2.99,4,0.25,-0.1095712828464415,No
6988,CA-2016-116526,2016-09-01,2016-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,0.0,12.672,4,0.48000000000000004,-0.06823908795237131,No
6989,CA-2017-158561,2017-11-11,2017-11-16,Second Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,5,0.2,130.2885,5,0.11250000000000002,0.43386255434864157,No
6990,CA-2017-165099,2017-12-11,2017-12-13,First Class,DK-13375,Dennis Kane,Consumer,United States,Abilene,Texas,79605,Central,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.392,2,0.8,-3.7584,2,-2.7,-0.1383800190603584,No
6991,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,3,0.0,18.6606,5,0.42,-0.04267391729107936,No
6992,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,5,0.0,58.812,5,0.26,0.12873131820466224,No
6993,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0.0,41.0388,5,0.22000000000000003,0.052858010386929506,No
6994,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,7,0.0,79.758,5,0.3,0.21814922300234807,No
6995,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000122,Office Supplies,Art,Newell 314,27.9,5,0.0,6.975,5,0.25,-0.09255942613782038,No
6996,CA-2015-166800,2015-11-19,2015-11-26,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08,4,0.0,8.3916,7,0.27,-0.08651199923357128,No
6997,CA-2017-117443,2017-12-23,2017-12-25,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,4,0.8,-22.144,2,-1.5999999999999999,-0.21686764583627421,No
6998,CA-2017-117443,2017-12-23,2017-12-25,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,175.872,4,0.2,63.7536,2,0.3625,0.14982687431791747,No
6999,US-2016-134369,2016-09-16,2016-09-22,Standard Class,BC-11125,Becky Castell,Home Office,United States,Laguna Niguel,California,92677,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2,0.0,6.3504,6,0.48999999999999994,-0.09522582656447152,No
7000,CA-2017-123687,2017-05-26,2017-05-29,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,0.0,62.532,3,0.3,0.1446118971145921,No
7001,CA-2017-123687,2017-05-26,2017-05-29,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,2,0.0,0.7728,3,0.03,-0.11903644939458574,No
7002,CA-2015-104871,2015-03-30,2015-04-03,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,4,-0.3,-0.5920215625409814,No
7003,CA-2014-133158,2014-08-19,2014-08-21,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,7,0.0,26.0316,2,0.09,-0.01120731859616183,No
7004,CA-2014-133158,2014-08-19,2014-08-21,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,0.2,22.5732,2,0.325,-0.02597113421500633,No
7005,CA-2014-126333,2014-12-23,2014-12-28,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5.184,1,0.2,1.8144,5,0.35,-0.11458988729980538,No
7006,CA-2015-141740,2015-11-01,2015-11-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164,2,0.1,13.6776,4,0.06666666666666667,-0.06394620887929996,No
7007,CA-2014-119466,2014-12-15,2014-12-21,Standard Class,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,6,-0.875,-0.1542503524355077,No
7008,CA-2015-154823,2015-08-21,2015-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796,4,-0.7,-0.16066917997555352,No
7009,CA-2015-154823,2015-08-21,2015-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458,3,0.3,-42.747,4,-0.07142857142857144,-0.3048212929548993,No
7010,CA-2015-154823,2015-08-21,2015-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,1,0.2,-3.8976,4,-0.15,-0.1389742600776332,No
7011,US-2014-135881,2014-05-23,2014-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837,4,0.32499999999999996,-0.09741751721295486,No
7012,US-2014-135881,2014-05-23,2014-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0.0,0.1512,4,0.03,-0.12169004290276113,No
7013,US-2014-135881,2014-05-23,2014-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,4,0.27,0.11759442189815013,No
7014,CA-2017-141201,2017-12-09,2017-12-11,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Salinas,California,93905,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3,0.15,15.6978,2,0.10588235294117647,-0.05532202997772996,No
7015,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,3,0.0,38.1576,2,0.26,0.0405582458828193,No
7016,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2,0.0,14.1728,2,0.43,-0.061832213536236164,No
7017,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,3,0.0,164.6316,2,0.27999999999999997,0.5804723149834837,No
7018,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,3,0.0,7.0218,2,0.47000000000000003,-0.0923596382095987,No
7019,US-2016-154256,2016-06-23,2016-06-27,Second Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10035,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,25.83,7,0.0,12.1401,4,0.47000000000000003,-0.07050975459812178,No
7020,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,15.552,3,0.2,5.4432,4,0.35000000000000003,-0.09909863871153829,No
7021,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,6.8,1,0.2,0.51,4,0.075,-0.12015833545306143,No
7022,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4.224,3,0.2,1.2672,4,0.3,-0.11692586922978217,No
7023,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,143.64,9,0.2,10.773,4,0.07500000000000001,-0.07634586734752101,No
7024,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,31.104,6,0.2,10.8864,4,0.35000000000000003,-0.07586176582913766,No
7025,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,223.056,9,0.2,69.705,4,0.3125,0.17523323919011013,No
7026,US-2017-101840,2017-02-06,2017-02-12,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,6,0.0,65.9634,6,0.29,0.15926045046715484,No
7027,US-2017-101840,2017-02-06,2017-02-12,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24,4,0.2,15.606,6,0.33749999999999997,-0.05571392168308791,No
7028,CA-2017-131653,2017-01-29,2017-02-05,Standard Class,RD-19585,Rob Dowd,Consumer,United States,New York City,New York,10011,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0.0,2.4012,7,0.45999999999999996,-0.1120848540459487,No
